register,variable_name,documented_name,unit,data_type,values,read_interval,writable,adjustments,note
0,,Inverter Status,,,0:waiting 1:normal 3:fault,,,,Inverter run state
1,PV Watts,Ppv H,0.1W,,,,,,Input power (high)
2,,Ppv L,0.1W,,,,,,Input power (low)
3,PV1 Voltage,Vpv1,0.1V,,,,,,PV1 voltage
4,PV1 Current,PV1Curr,0.1A,,,,,,PV1 input current
5,PV1 Watts,Ppv1 H,0.1W,,,,,,PV1 input power(high)
6,,Ppv1 L,0.1W,,,,,,PV1 input power(low)
7,PV2 Voltage,Vpv2,0.1V,,,,,,PV2 voltage
8,PV2 Current,PV2Curr,0.1A,,,,,,PV2 input current
9,PV2 Watts,Ppv2 H,0.1W,,,,,,PV2 input power (high)
10,,Ppv2 L,0.1W,,,,,,PV2 input power (low)
11,PV3 Voltage,Vpv3,0.1V,,,,,,PV3 voltage
12,PV3 Current,PV3Curr,0.1A,,,,,,PV3 input current
13,PV3 Watts,Ppv3 H,0.1W,,,,,,PV3 input power (high)
14,,Ppv3 L,0.1W,,,,,,PV3 input power (low)
15,PV4 Voltage,Vpv4,0.1V,,,,,,PV4 voltage
16,PV4 Current,PV4Curr,0.1A,,,,,,PV4 input current
17,PV4 Watts,Ppv4 H,0.1W,,,,,,PV4 input power (high)
18,,Ppv4 L,0.1W,,,,,,PV4 input power (low)
19,PV5 Voltage,Vpv5,0.1V,,,,,,PV5 voltage
20,PV5 Current,PV5Curr,0.1A,,,,,,PV5 input current
21,PV5 Watts,Ppv5H,0.1W,,,,,,PV5 input power(high)
22,,Ppv5 L,0.1W,,,,,,PV5 input power(low)
23,PV6 Voltage,Vpv6,0.1V,,,,,,PV6 voltage
24,PV6 Current,PV6Curr,0.1A,,,,,,PV6 input current
25,PV6 Watts,Ppv6 H,0.1W,,,,,,PV6 input power (high)
26,,Ppv6 L,0.1W,,,,,,PV6 input power (low)
27,PV7 Voltage,Vpv7,0.1V,,,,,,PV7 voltage
28,PV7 Current,PV7Curr,0.1A,,,,,,PV7 input current
29,PV7 Watts,Ppv7 H,0.1W,,,,,,PV7 input power (high)
30,,Ppv7 L,0.1W,,,,,,PV7 input power (low)
31,PV8 Voltage,Vpv8,0.1V,,,,,,PV8 voltage
32,PV8 Current,PV8Curr,0.1A,,,,,,PV8 input current
33,PV8 Watts,Ppv8 H,0.1W,,,,,,PV8 input power (high)
34,,Ppv8 L,0.1W,,,,,,PV8 input power (low)
35,Output Watts,Pac H,0.1W,,,,,,Output power (high)
36,,Pac L,0.1W,,,,,,Output power (low)
37,Grid Hz,Fac,0.01Hz,,,,,,Grid frequency
38,Grid Voltage Phase 1,Vac1,0.1V,,,,,,Three/single phase grid voltage
39,Grid Current Phase 1,Iac1,0.1A,,,,,,Three/single phase grid output current
40,Grid VA Phase 1,Pac1 H,0.1VA,,,,,,Three/single phase grid output watt VA (high)
41,,Pac1 L,0.1VA,,,,,,Three/single phase grid output watt VA(low)
42,Grid Voltage Phase 2,Vac2,0.1V,,,,,,Three phase grid voltage
43,Grid Current Phase 2,Iac2,0.1A,,,,,,Three phase grid output current
44,Grid VA Phase 2,Pac2 H,0.1VA,,,,,,Three phase grid output power (high)
45,,Pac2 L,0.1VA,,,,,,Three phase grid output power (low)
46,Grid Voltage Phase 3,Vac3,0.1V,,,,,,Three phase grid voltage
47,Grid Current Phase 3,Iac3,0.1A,,,,,,Three phase grid output current
48,Grid VA Phase 3,Pac3 H,0.1VA,,,,,,Three phase grid output power (high)
49,,Pac3 L,0.1VA,,,,,,Three phase grid output power (low)
50,,Vac_RS,0.1V,,,,,,Three phase grid voltage; Line voltage
51,,Vac_ST,0.1V,,,,,,Three phase grid voltage; Line voltage
52,,Vac_TR,0.1V,,,,,,Three phase grid voltage; Line voltage
53,,Eac today H,0.1kWH,,,,,,Today generate energy (high)
54,,Eac today L,0.1kWH,,,,,,Today generate energy (low)
55,,Eac total H,0.1kWH,,,,,,Total generate energy (high)
56,,Eac total L,0.1kWH,,,,,,Total generate energy (low)
57,,Time total H,0.5s,,,,,,Work time total (high)
58,,Time total L,0.5s,,,,,,Work time total (low)
59,PV1 KWH Today,Epv1_today H,0.1kWh,,,,,,PV1Energy today(high)
60,,Epv1_today L,0.1kWh,,,,,,PV1Energy today (low)
61,PV1 KWH Total,Epv1_total H,0.1kWh,,,,,,PV1Energy total(high)
62,,Epv1_total L,0.1kWh,,,,,,PV1Energy total (low)
63,PV2 KWH Today,Epv2_today H,0.1kWh,,,,,,PV2Energy today(high)
64,,Epv2_today L,0.1kWh,,,,,,PV2Energy today (low)
65,PV2 KWH Total,Epv2_total H,0.1kWh,,,,,,PV2Energy total(high)
66,,Epv2_total L,0.1kWh,,,,,,PV2Energy total (low)
67,PV3 KWH Today,Epv3_today H,0.1kWh,,,,,,PV3 Energy today(high)
68,,Epv3_today L,0.1kWh,,,,,,PV3 Energy today (low)
69,PV3 KWH Total,Epv3_total H,0.1kWh,,,,,,PV3 Energy total(high)
70,,Epv3_total L,0.1kWh,,,,,,PV3 Energy total (low)
71,PV4 KWH Today,Epv4_today H,0.1kWh,,,,,,PV4Energy today(high)
72,,Epv4_today L,0.1kWh,,,,,,PV4Energy today (low)
73,PV4 KWH Total,Epv4_total H,0.1kWh,,,,,,PV4Energy total(high)
74,,Epv4_total L,0.1kWh,,,,,,PV4Energy total (low)
75,PV5 KWH Today,Epv5_today H,0.1kWh,,,,,,PV5Energy today(high)
76,,Epv5_today L,0.1kWh,,,,,,PV5Energy today (low)
77,PV5 KWH Total,Epv5_total H,0.1kWh,,,,,,PV5Energy total(high)
78,,Epv5_total L,0.1kWh,,,,,,PV5Energy total (low)
79,PV6 KWH Today,Epv6_today H,0.1kWh,,,,,,PV6Energy today(high)
80,,Epv6_today L,0.1kWh,,,,,,PV6Energy today (low)
81,PV6 KWH Total,Epv6_total H,0.1kWh,,,,,,PV6Energy total(high)
82,,Epv6_total L,0.1kWh,,,,,,PV6Energy total (low)
83,PV7 KWH Today,Epv7_today H,0.1kWh,,,,,,PV7Energy today(high)
84,,Epv7_today L,0.1kWh,,,,,,PV7Energy today (low)
85,PV7 KWH Total,Epv7_total H,0.1kWh,,,,,,PV7 Energy total(high)
86,,Epv7_total L,0.1kWh,,,,,,PV7Energy total (low)
87,PV8 KWH Today,Epv8_today H,0.1kWh,,,,,,PV8Energy today(high)
88,,Epv8_today L,0.1kWh,,,,,,PV8Energy today (low)
89,PV8 KWH Total,Epv8_total H,0.1kWh,,,,,,PV8Energy total(high)
90,,Epv8_total L,0.1kWh,,,,,,PV8Energy total (low)
91,PV KWH Total,Epv_total H,0.1kWh,,,,,,PV Energy total(high)
92,,Epv_total L,0.1kWh,,,,,,PV Energy total (low)
93,,Temp1,0.1C,,,,,,Inverter temperature
94,,Temp2,0.1C,,,,,,The inside IPM in inverter Temperature
95,,Temp3,0.1C,,,,,,Boost temperature
96,,Temp4,,,,,,,reserved
97,,uwBatVolt_DSP,0.1V,,,,,,BatVolt_DSP; BatVolt(DSP)
98,,P Bus Voltage,0.1V,,,,,,P Bus inside Voltage
99,,N Bus Voltage,0.1V,,,,,,N Bus inside Voltage
100,Inverter Power Factor,IPF,,,0-20000,,,,Inverter output PF now
101,,RealOPPercent,1.00%,,,,,,Real Output power Percent
102,,OPFullwatt H,,,,,,,Output Maxpower Limited high
103,,OPFullwatt L,0.1W,,,,,,Output Maxpower Limited low
104,,DeratingMode,1:PV,,0:no derate,,,,DeratingMode; 2:*; extra: 9:*OverBack ByTime; 4:Fac; extra: 9:*OverBack ByTime; extra: 9:*OverBack ByTime; extra: 9:*OverBack ByTime; extra: 9:*OverBack ByTime; extra: 9:*OverBack ByTime
105,fault_maincode,Fault Maincode,,uint16,,,R,,Inverter fault maincode
106,fault_bitcode_h,Fault Bitcode H,,uint16,,,R,,Fault bitmask high word; see fault_bitcode_h_codes
107,fault_bitcode_l,Fault Bitcode L,,uint16,,,R,,Inverter fault subcode; see fault_bitcode_l_codes
108,,RemoteCtrlEn,/,,0.Load First 1.BatFirst 2.Grid,,,,/; StoragePow er (SPA)
109,,RemoteCtrlPower,/,,,,,,/; StoragePow er (SPA)
110,warning_bit_h,Warning bit H,,uint16,,,R,,Warning bitmask high word; see warning_bit_h_codes
111,warn_subcode,Warn Subcode,,uint16,,,R,,Inverter warn subcode; see warn_subcode_codes
112,warn_maincode,Warn Maincode,,uint16,,,R,,Inverter warn maincode
113,,real Power Percent,%,,0-100,,,,real Power Percent; MAX
114,,inv start delay time,,,,,,,inv start delay time; MAX
115,,bINVAllFaultCode,,,,,,,bINVAllFaultCode; MAX
116,,AC charge Power_H,0.1kwh,,,,,,Grid power to local load; Storage Power
117,,AC charge Power_L,0.1kwh,,,,,,Grid power to local load; Storage Power
118,,Priority,,,,,,,0:Load First 1:Battery First 2:Grid First; Storage
119,,Battery Type,,,,,,,0:Lead-acid 1:Lithium battery; Storage Power
120,,AutoProofreadCMD,,,,,,,Aging mode Command Auto-calibration; Storage Power
125,,PID PV1Plus Voltage,0.1V,,0~1000V,,,,PID PV1PE Volt/ Flyspan voltage (MAX HV)
126,,PID PV1Plus Current,0.1mA,,-10~10mA,,,,PID PV1PE Curr
127,,PID PV2Plus Voltage,0.1V,,0~1000V,,,,PID PV2PE Volt/ Flyspan voltage (MAX HV) Flyspan
128,,PID PV2Plus Current,0.1mA,,-10~10mA,,,,PID PV2PE Curr
129,,PID PV3Plus Voltage,0.1V,,0~1000V,,,,PID PV3PE Volt/ Flyspan voltage (MAX HV)
130,,PID PV3Plus Current,0.1mA,,-10~10mA,,,,PID PV3PE Curr
131,,PID PV4Plus Voltage,0.1V,,0~1000V,,,,PID PV4PE Volt/ Flyspan voltage (MAX HV)
132,,PID PV4Plus Current,0.1mA,,-10~10mA,,,,PID PV4PE Curr
133,,PID PV5Plus Voltage,0.1V,,0~1000V,,,,PID PV5PE Volt/ Flyspan voltage (MAX HV)
134,,PID PV5Plus Current,0.1mA,,-10~10mA,,,,PID PV5PE Curr
135,,PID PV6Plus Voltage,0.1V,,0~1000V,,,,PID PV6PE Volt/ Flyspan voltage (MAX HV)
136,,PID PV6Plus Current,0.1mA,,-10~10mA,,,,PID PV6PE Curr
137,,PID PV7Plus Voltage,0.1V,,0~1000V,,,,PID PV7PE Volt/ Flyspan voltage (MAX HV)
138,,PID PV7Plus Current,0.1mA,,-10~10mA,,,,PID PV7PE Curr
139,,PID PV8Plus Voltage,0.1V,,0~1000V,,,,PID PV8PE Volt/ Flyspan voltage (MAX HV)
140,,PID PV8Plus Current,0.1mA,,-10~10mA,,,,PID PV8PE Curr
141,,PID Status,,,0~3,,,,Bit0~7:PID Working Status 1:Wait Status 2:Normal Status 3:Fault Status Bit8~15:Reversed
142,,PV String1,0.1V,,,,,,PV String1 voltage
143,,PV Curr_String1,0.1A,,-15~15A,,,,PV String1 current
144,,PV_String2,0.1V,,,,,,PV String2 voltage
145,,PV Curr_String2,0.1A,,-15~15A,,,,PV String2 current
146,,PV_String3,0.1V,,,,,,PV String3 voltage
147,,PV Curr_String3,0.1A,,-15~15A,,,,PV String3 current
148,,PV_String4,0.1V,,,,,,PV String4 voltage
149,,PV Curr_String4,0.1A,,-15~15A,,,,PV String4 current
150,,PV_String5,0.1V,,,,,,PV String5 voltage
151,,PV Curr_String5,0.1A,,-15~15A,,,,PV String5 current
152,,PV_String6,0.1V,,,,,,PV String6 voltage
153,,PV Curr_String6,0.1A,,-15~15A,,,,PV String6 current
154,,PV_String7,0.1V,,,,,,PV String7 voltage
155,,PV Curr_String7,0.1A,,-15~15A,,,,PV String7 current
156,,PV_String8,0.1V,,,,,,PV String8 voltage
157,,PV Curr_String8,0.1A,,-15A~15A,,,,PV String8 current
158,,PV_String9,0.1V,,,,,,PV String9 voltage
159,,PV Curr_String9,0.1A,,-15A~15A,,,,PV String9 current
160,,PV_String10,0.1V,,,,,,PV String10 voltage
161,,PV Curr_String10,0.1A,,-15~15A,,,,PV String10 current
162,,PV_String11,0.1V,,,,,,PV String11 voltage
163,,PV Curr_String11,0.1A,,-15~15A,,,,PV String11 current
164,,PV_String12,0.1V,,,,,,PV String12 voltage
165,,PV Curr_String12,0.1A,,-15~15A,,,,PV String12 current
166,,PV_String13,0.1V,,,,,,PV String13 voltage
167,,PV Curr_String13,0.1A,,-15A~15A,,,,PV String13 current
168,,PV_String14,0.1V,,,,,,PV String14 voltage
169,,PV Curr_String14,0.1A,,-15~15A,,,,PV String14 current
170,,PV_String15,0.1V,,,,,,PV String15 voltage
171,,PV Curr_String15,0.1A,,-15~15A,,,,PV String15 current
172,,PV_String16,0.1V,,,,,,PV String16 voltage
173,,PV Curr_String16,0.1A,,-15~15A,,,,PV String16 current
174,,StrUnmatch,,,,,,,Bit0~15: String1~16 unmatch; suggestive
175,,StrCurrentUnblance,,,,,,,Bit0~15: String1~16 current unblance; suggestive
176,,StrDisconnect,,,,,,,Bit0~15: String1~16 disconnect; suggestive
177,,PIDFaultCode,,,,,,,Bit0:Output over voltage Bit1: ISO fault Bit2: BUS voltage abnormal Bit3~15:reserved
178,,String Prompt,,,,,,,String Prompt Bit0:String Unmatch Bit1:StrDisconnect Bit2:StrCurrentUnblance Bit3~15:reserved
179,,PV Warning Value,,,,,,,PV Warning Value
180,,DSP075 Warning Value,,,,,,,DSP075 Warning Value
181,,DSP075 Fault Value,,,,,,,DSP075 Fault Value
182,,DSP067 Debug Data1,,,,,,,DSP067 Debug Data1
183,,DSP067 Debug Data2,,,,,,,DSP067 Debug Data2
184,,DSP067 Debug Data3,,,,,,,DSP067 Debug Data3
185,,DSP067 Debug Data4,,,,,,,DSP067 Debug Data4
186,,DSP067 Debug Data5,,,,,,,DSP067 Debug Data5
187,,DSP067 Debug Data6,,,,,,,DSP067 Debug Data6
188,,DSP067 Debug Data7,,,,,,,DSP067 Debug Data7
189,,DSP067 Debug Data8,,,,,,,DSP067 Debug Data8
190,,DSP075 Debug Data1,,,,,,,DSP075 Debug Data1
191,,DSP075 Debug Data2,,,,,,,DSP075 Debug Data2
192,,DSP075 Debug Data3,,,,,,,DSP075 Debug Data3
193,,DSP075 Debug Data4,,,,,,,DSP075 Debug Data4
194,,DSP075 Debug Data55,,,,,,,DSP075 Debug Data5
195,,DSP075 Debug Data6,,,,,,,DSP075 Debug Data6
196,,DSP075 Debug Data7,,,,,,,DSP075 Debug Data7
197,,DSP075 Debug Data8,,,,,,,DSP075 Debug Data8
198,,bUSBAgingTestOk Flag,,,0-1,,,,USBAgingTestOkFlag
199,,bFlashEraseAging OkFlag,,,0-1,,,,FlashEraseAgingOkFlag
200,,PVISO,K?,,,,,,PVISOValue
201,,R_DCI,0.1mA,,,,,,R DCI Curr
202,,S_DCI,0.1mA,,,,,,S DCI Curr
203,,T_DCI,0.1mA,,,,,,T DCI Curr
204,,PID_Bus,0.1V,,,,,,PIDBusVolt
205,,GFCI,mA,,,,,,GFCI Curr
206,,SVG_APF StatusPlusSVGAPFEqualRatio,,,High 8 bit: SVGAPFEqua lRatio Low 8 bit: SVG/APF Status 0:None 1:SVG Run 2:APF Run 3:SVG/APF Run,,,,SVG/APF StatusPlusSVGAPFEqualRatio
207,,CT_I_R,0.1A,,,,,,R phase load side current for SVG
208,,CT_I_S,0.1A,,,,,,S phase load side current for SVG
209,,CT_I_T,0.1A,,,,,,T phase load side current for SVG
210,,CT_Q_R H,0.1Var,,,,,,R phase load side output reactive power for SVG(High)
211,,CT_Q_R L,0.1Var,,,,,,R phase load side output reactive power for SVG(low)
212,,CT_Q_S H,0.1Var,,,,,,S phase load side output reactive power for SVG(High)
213,,CT_Q_S L,0.1Var,,,,,,S phase load side output reactive power for SVG(low)
214,,CT_Q_T H,0.1Var,,,,,,T phase load side output reactive power for SVG(High)
215,,CT_Q_T L,0.1Var,,,,,,T phase load side output reactive power for SVG(low)
216,,CT HAR_I_R,0.1A,,,,,,R phase load side harmonic
217,,CT HAR_I_S,0.1A,,,,,,S phase load side harmonic
218,,CT HAR_I_T,0.1A,,,,,,T phase load side harmonic
219,,COMP_Q_R H,0.1Var,,,,,,R phase compensate reactive power for SVG(High)
220,,COMP_Q_R L,0.1Var,,,,,,R phase compensate reactive power for SVG(low)
221,,COMP_Q_S H,0.1Var,,,,,,S phase compensate reactive power for SVG(High)
222,,COMP_Q_S L,0.1Var,,,,,,S phase compensate reactive power for SVG(low)
223,,COMP_Q_T H,0.1Var,,,,,,T phase compensate reactive power for SVG(High)
224,,COMP_Q_T L,0.1Var,,,,,,T phase compensate reactive power for SVG(low)
225,,COMP HAR_I_R,0.1A,,,,,,R phase compensate harmonic for SVG
226,,COMP HAR_I_S,0.1A,,,,,,S phase compensate harmonic for SVG
227,,COMP HAR_I_T,0.1A,,,,,,T phase compensate harmonic for SVG
228,,bRS232AgingTest OkFlag,,,0-1,,,,RS232AgingTestOkFlag
229,,bFanFaultBit,,,Bit0: Fan 1 fault bit Bit1: Fan 2 fault bit Bit2: Fan 3 fault bit Bit3: Fan 4 fault bit Bit4-7: Reserved,,,,
230,,Sac H,0.1W,,,,,,Output apparent power H
231,,Sac L,0.1W,,,,,,Output apparent power L
232,,ReActPowerH,0.1W,,Int32,,,,Real Output Reactive Power H
233,,ReActPowerL,,,,,,,Real Output Reactive Power L
234,,ReActPowerMaxH,0.1var,,,,,,Nominal Output Reactive Power H
235,,ReActPowerMaxL,,,,,,,Nominal Output Reactive Power L
236,,ReActPower_Total H,0.1kwh,,,,,,Reactive power generation
237,,ReActPower_Total L,,,,,,,Reactive power generation
238,,bAfciStatus,,,0:Waiting 1:Self-check state 2:Detect pull arc state 3:Fault 4:Update,,,,
239,,uwPresentFFTValue_CHANNEL_A_,,,,,,,PresentFFTValue [CHANNEL_A]
240,,uwPresentFFTValue_CHANNEL_B_,,,,,,,PresentFFTValue [CHANNEL_B]
241,,DSP067 Debug Data1,,,,,,,DSP067 Debug Data1
242,,DSP067 Debug Data2,,,,,,,DSP067 Debug Data2
243,,DSP067 Debug,,,,,,,DSP067 Debug Data3
244,,DSP067 Debug Data4,,,,,,,DSP067 Debug Data4
245,,DSP067 Debug Data5,,,,,,,DSP067 Debug Data5
246,,DSP067 Debug Data6,,,,,,,DSP067 Debug Data6
247,,DSP067 Debug Data7,,,,,,,DSP067 Debug Data7
248,,DSP067 Debug Data8,,,,,,,DSP067 Debug Data8
875,PV9 Voltage,Vpv9,0.1V,,,,,,PV9 voltage
876,PV9 Current,PV9Curr,0.1A,,,,,,PV9 Input current
877,PV9 Watts,Ppv9 H,0.1W,,,,,,PV9 input power (High)
878,,Ppv9 L,0.1W,,,,,,PV9 input power (Low)
879,PV10 Voltage,Vpv10,0.1V,,,,,,PV10 voltage
880,PV10 Current,PV10Curr,0.1A,,,,,,PV10 Input current
881,PV10 Watts,Ppv10 H,0.1W,,,,,,PV10 input power (High)
882,,Ppv10 L,0.1W,,,,,,PV10 input power (Low)
883,PV11 Voltage,Vpv11,0.1V,,,,,,PV11 voltage
884,PV11 Current,PV11Curr,0.1A,,,,,,PV11 Input current
885,PV11 Watts,Ppv11 H,0.1W,,,,,,PV11 input power (High)
886,,Ppv11 L,0.1W,,,,,,PV11 input power (Low)
887,PV12 Voltage,Vpv12,0.1V,,,,,,PV12 voltage
888,PV12 Current,PV12Curr,0.1A,,,,,,PV12 Input current
889,PV12 Watts,Ppv12 H,0.1W,,,,,,PV12 input power (High)
890,,Ppv12 L,0.1W,,,,,,PV12 input power (Low)
891,PV13 Voltage,Vpv13,0.1V,,,,,,PV13 voltage
892,PV13 Current,PV13Curr,0.1A,,,,,,PV13 Input current
893,PV13 Watts,Ppv13H,0.1W,,,,,,PV13 input power (High)
894,,Ppv13 L,0.1W,,,,,,PV13 input power (Low)
895,PV14 Voltage,Vpv14,0.1V,,,,,,PV14 voltage
896,PV14 Current,PV14Curr,0.1A,,,,,,PV14 Input current
897,PV14 Watts,Ppv14 H,0.1W,,,,,,PV14 input power (High)
898,,Ppv14 L,0.1W,,,,,,PV14 input power (Low)
899,PV15 Voltage,Vpv15,0.1V,,,,,,PV15 voltage
900,PV15 Current,PV15Curr,0.1A,,,,,,PV15 Input current
901,PV15 Watts,Ppv15 H,0.1W,,,,,,PV15 input power (High)
902,,Ppv15 L,0.1W,,,,,,PV15 input power (Low)
903,PV16 Voltage,Vpv16,0.1V,,,,,,PV16 voltage
904,PV16 Current,PV16Curr,0.1A,,,,,,PV16 Input current
905,PV16 Watts,Ppv16 H,0.1W,,,,,,PV16 input power (High)
906,,Ppv16 L,0.1W,,,,,,PV16 input power (Low)
907,PV9 KWH Today,Epv9_today H,0.1kWh,,,,,,PV9 energy today (High)
908,,Epv9_today L,0.1kWh,,,,,,PV9 energy today (Low)
909,PV9 KWH Total,Epv9_total H,0.1kWh,,,,,,PV9 energy total (High)
910,,Epv9_total L,0.1kWh,,,,,,PV9 energy total (Low)
911,PV10 KWH Today,Epv10_today H,0.1kWh,,,,,,PV10 energy today (High)
912,,Epv10_today L,0.1kWh,,,,,,PV10 energy today (Low)
913,PV10 KWH Total,Epv10_total H,0.1kWh,,,,,,PV10 energy total (High)
914,,Epv10_total L,0.1kWh,,,,,,PV10 energy total (Low)
915,PV11 KWH Today,Epv11_today H,0.1kWh,,,,,,PV11 energy today (High)
916,,Epv11_today L,0.1kWh,,,,,,PV11 energy today (Low)
917,PV11 KWH Total,Epv11_total H,0.1kWh,,,,,,PV11 energy total (High)
918,,Epv11_total L,0.1kWh,,,,,,PV11 energy total (Low)
919,PV12 KWH Today,Epv12_today H,0.1kWh,,,,,,PV12 energy today (High)
920,,Epv12_today L,0.1kWh,,,,,,PV12 energy today (Low)
921,PV12 KWH Total,Epv12_total H,0.1kWh,,,,,,PV12 energy total (High)
922,,Epv12_total L,0.1kWh,,,,,,PV12 energy total (Low)
923,PV13 KWH Today,Epv13_today H,0.1kWh,,,,,,PV13 energy today (High)
924,,Epv13_today L,0.1kWh,,,,,,PV13 energy today (Low)
925,PV13 KWH Total,Epv13_total H,0.1kWh,,,,,,PV13 energy total (High)
926,,Epv13_total L,0.1kWh,,,,,,PV13 energy total (Low)
927,PV14 KWH Today,Epv14_today H,0.1kWh,,,,,,PV14 energy today (High)
928,,Epv14_today L,0.1kWh,,,,,,PV14 energy today (Low)
929,PV14 KWH Total,Epv14_total H,0.1kWh,,,,,,PV14 energy total (High)
930,,Epv14_total L,0.1kWh,,,,,,PV14 energy total (Low)
931,PV15 KWH Today,Epv15_today H,0.1kWh,,,,,,PV15 energy today (High)
932,,Epv15_today L,0.1kWh,,,,,,PV15 energy today (Low)
933,PV15 KWH Total,Epv15_total H,0.1kWh,,,,,,PV15 energy total (High)
934,,Epv15_total L,0.1kWh,,,,,,PV15 energy total (Low)
935,PV16 KWH Today,Epv16_today H,0.1kWh,,,,,,PV16 energy today (High)
936,,Epv16_today L,0.1kWh,,,,,,PV16 energy today (Low)
937,PV16 KWH Total,Epv16_total H,0.1kWh,,,,,,PV16 energy total (High)
938,,Epv16_total L,0.1kWh,,,,,,PV16 energy total (Low)
939,,PID PV9Plus Voltage,0.1V,,0~1000V,,,,PID PV9PE Volt/ Flyspan voltage (MAX HV)
940,,PID PV9Plus Current,0.1mA,,-10~10mA,,,,PID PV9PE Current
941,,PID PV10Plus Voltage,0.1V,,0~1000V,,,,PID PV10PE/ Flyspan voltage (MAX HV)
942,,PID PV10Plus Current,0.1mA,,-10~10mA,,,,PID PV10PE Current
943,,PID PV11Plus Voltage,0.1V,,0~1000V,,,,PID PV11PE Volt/ Flyspan voltage (MAX HV)
944,,PID PV11Plus Current,0.1mA,,-10~10mA,,,,PID PV11PE Current
945,,PID PV12Plus Voltage,0.1V,,0~1000V,,,,PID PV12PE Volt/ Flyspan voltage (MAX HV)
946,,PID PV12Plus Current,0.1mA,,-10~10mA,,,,PID PV12PE Current
947,,PID PV13Plus Voltage,0.1V,,0~1000V,,,,PID PV13PE Volt/ Flyspan voltage (MAX HV)
948,,PID PV13Plus Current,0.1mA,,-10~10mA,,,,PID PV13PE Current
949,,PID PV14Plus Voltage,0.1V,,0~1000V,,,,PID PV14PE Volt/ Flyspan voltage (MAX HV)
950,,PID PV14Plus Current,0.1mA,,-10~10mA,,,,PID PV14PE Current
951,,PID PV15Plus Voltage,0.1V,,0~1000V,,,,PID PV15PE Volt/ Flyspan voltage (MAX HV)
952,,PID PV15Plus Current,0.1mA,,-10~10mA,,,,PID PV15PE Current
953,,PID PV16Plus Voltage,0.1V,,0~1000V,,,,PID PV16PE Volt/ Flyspan voltage (MAX HV)
954,,PID PV16Plus Current,0.1mA,,-10~10mA,,,,PID PV16PE Current
955,,PV_String17,0.1V,,,,,,PV String 17 voltage
956,,PV Curr_String17,0.1A,,-15~15A,,,,PV String 17 Current
957,,PV_String18,0.1V,,,,,,PV String 18 voltage
958,,PV Curr_String18,0.1A,,-15~15A,,,,PV String 18 Current
959,,PV_String19,0.1V,,,,,,PV String 19 voltage
960,,PV Curr_String19,0.1A,,-15~15A,,,,PV String 19 Current
961,,PV_String20,0.1V,,,,,,PV String 20 voltage
962,,PV Curr_String20,0.1A,,-15~15A,,,,PV String 20 Current
963,,PV_String21,0.1V,,,,,,PV String 21 voltage
964,,PV Curr_String21,0.1A,,-15~15A,,,,PV String 21 Current
965,,PV_String22,0.1V,,,,,,PV String22 voltage
966,,PV Curr_String22,0.1A,,-15~15A,,,,PV String 22 Current
967,,PV_String23,0.1V,,,,,,PV String 23 voltage
968,,PV Curr_String23,0.1A,,-15~15A,,,,PV String 23 Current
969,,PV_String24,0.1V,,,,,,PV String 24 voltage
970,,PV Curr_String24,0.1A,,-15A~15A,,,,PV String 24 Current
971,,PV_String25,0.1V,,,,,,PV String 25 voltage
972,,PV Curr_String25,0.1A,,-15A~15A,,,,PV String 25 Current
973,,PV_String26,0.1V,,,,,,PV String 26 voltage
974,,PV Curr_String26,0.1A,,-15~15A,,,,PV String 26 Current
975,,PV_String27,0.1V,,,,,,PV String 27 voltage
976,,PV Curr_String27,0.1A,,-15~15A,,,,PV String 27 Current
977,,PV_String28,0.1V,,,,,,PV String 28 voltage
978,,PV Curr_String28,0.1A,,-15~15A,,,,PV String 28 Current
979,,PV_String29,0.1V,,,,,,PV String 29 voltage
980,,PV Curr_String29,0.1A,,-15A~15A,,,,PV String 29 Current
981,,PV_String30,0.1V,,,,,,PV String 30 voltage
982,,PV Curr_String30,0.1A,,-15~15A,,,,PV String 30 Current
983,,PV_String31,0.1V,,,,,,PV String 31 voltage
984,,PV Curr_String31,0.1A,,-15~15A,,,,PV String 31 Current
985,,PV_String32,0.1V,,,,,,PV String 32 voltage
986,,PV Curr_String32,0.1A,,-15~15A,,,,PV String 32 Current
987,,StrUnmatch2,,,,,,,Bit0~15: String 17~32 unmatch
988,,StrCurrentUnblance2,,,,,,,Bit0~15:String 17~32 current unblance
989,,StrDisconnect2,,,,,,,Bit0~15: String 17~32 disconnect
990,,PV Warning Value,,,? Boost9~16 Drive anomalies,,,,PV Warning Value (PV9-PV16) Contains PV9~16 abnormal
991,,StrWaringvalue1,,,,,,,string1~string16 abnormal
992,,StrWaringvalue2,,,,,,,string17~string32 abnormal
999,,SystemCmd,,,,,,,M3 to DSP system command; system command
1000,uwSysWorkMode,uwSysWorkMode,,uint16,,,R,,System work mode; see uwSysWorkMode_codes in JSON
1001,,Systemfault word0,,,,,,,System fault word0
1002,,Systemfault word1,,,,,,,System fault word1
1003,,Systemfault word2,,,,,,,System fault word2
1004,,Systemfault word3,,,,,,,System fault word3
1005,,Systemfault word4,,,,,,,System fault word4
1006,,Systemfault word5,,,,,,,System fault word5
1007,,Systemfault word6,,,,,,,System fault word6
1008,,Systemfault word7,,,,,,,System fault word7
