register,variable_name,documented_name,unit,data_type,values,read_interval,writable,adjustments,note
xE02D,,1_section start discharging time,Min,,0~ 5947,,RW,,
xE02E,,1_section stop discharging time,Min,,0~ 5947,,RW,,
xE02F,,2_section start discharging time,Min,,0~ 5947,,RW,,
xE030,,2_section stop discharging time,Min,,0~ 5947,,RW,,
xE031,,3_section start discharging time,Min,,0~ 5947,,RW,,
xE032,,3_section stop discharging time,Min,,0~ 5947,,RW,,
xE033,,Sectional discharging function enable,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE034,,current time setup year month,Yr/Mo,,0~ 25356,,RW,,E034 - year and month:99*256+12==25356
xE035,,current time setup day hour,Day/Hr,,0~7959,,RW,,E035 -day and hour:31*256+23==7959
xE036,,current time setup min second,Min/Sec,,0~ 15163,,RW,,E036 -minute and second:59*256+59==15163
xE037,,PV grid_connected power generation enable,,,"{""0"":""Disable"",""1"":""Enable""}",,,,
xE038,,GFCI Enable,,,"{""0"":""Disable"",""1"":""Enable""}",,,,
xE200,,Inverter 485 address setup,,,1~254,,RW,,
xE201,,Inverter parallel mode setup,,,0~7,,RW,,
xE202,,User password set value,,,0~65535,,W,,
xE203,,Password input,,,0~65535,,W,,
xE204,,Output priority,,,"{""0"":""solar"",""1"":""line"",""2"":""sbu""}",,RW,,
xE205,,Mains charge current limit,0.1A,,0~100,,RW,,
xE206,,Equalizing charge enable,,,,,RW,,
xE207,,Power save level,W,,0~1000,,RW,,
xE208,,Output voltage,0.1V,,100~264,,RW,,
xE209,,Output frequency,0.01Hz,,45~65,,RW,,
xE20A,,Maximum charge current,0.1A,,0~150,,RW,,
xE20B,,AC input range,,,"{""0"":""wide range (APL)"",""1"":""narrow range (UPS)""}",,RW,,
xE20C,,Eco mode,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE20D,,Overload auto restart,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE20E,,Over temperature auto restart,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE20F,,Charge priority,,,"{""0"":""PV preferred, only start mains charging when PV is not available"",""1"":""Mains preferred, only start PV charging when mains is not available"",""2"":""Hybrid mode, mains and PV charging at the same time, PV is preferred"",""3"":""PV only, mains does not charge""}",,RW,,
xE210,,Alarm control,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE211,,Alarm enable when input source is interrupted,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE212,,Overload bypass enable,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE213,,Record fault code,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE214,,Split_phase transformer,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE215,,BMS communication enable,,,"{""0"":""Disable"",""1"":""Enable""}",,RW,,
xE216,,Start charge time setup,,,0~23,,RW,,
xE217,,Start discharge time setup,,,0~23,,RW,,
xE219,,UniqueIDcode,,UINT,,,R,,
xE21B,,BMS protocol,,,0~30,,RW,,
xF000,,History PV power generation Today Minus 1,AH,,,,R,,
xF001,,History PV power generation Today Minus 2,AH,,,,R,,
xF002,,history PV power generation Today Minus 3,AH,,,,R,,
xF003,,history PV power generation Today Minus 4,AH,,,,R,,
xF004,,history PV power generation Today Minus 5,AH,,,,R,,
xF005,,history PV power generation Today Minus 6,AH,,,,R,,
xF006,,history PV power generation Today Minus 7,AH,,,,R,,
xF007,,history battery charge level Today Minus 1,AH,,,,R,,
xF008,,history battery charge level Today Minus 2,AH,,,,R,,
xF009,,history battery charge level Today Minus 3,AH,,,,R,,
xF00A,,history battery charge level Today Minus 4,AH,,,,R,,
xF00B,,history battery charge level Today Minus 5,AH,,,,R,,
xF00C,,history battery charge level Today Minus 6,AH,,,,R,,
xF00D,,history battery charge level Today Minus 7,AH,,,,R,,
xF00E,,History battery discharge level Today Minus 1,AH,,,,R,,
xF00F,,History battery discharge level Today Minus 2,AH,,,,R,,
xF010,,History battery discharge level Today Minus 3,AH,,,,R,,
xF011,,History battery discharge level Today Minus 4,AH,,,,R,,
xF012,,History battery discharge level Today Minus 5,AH,,,,R,,
xF013,,History battery discharge level Today Minus 6,AH,,,,R,,
xF014,,History battery discharge level Today Minus 7,AH,,,,R,,
xF015,,history mains charge level Today Minus 1,AH,,,,R,,
xF016,,history mains charge level Today Minus 2,AH,,,,R,,
xF017,,history mains charge level Today Minus 3,AH,,,,R,,
xF018,,history mains charge level Today Minus 4,AH,,,,R,,
xF019,,history mains charge level Today Minus 5,AH,,,,R,,
xF01A,,history mains charge level Today Minus 6,AH,,,,R,,
xF01B,,history mains charge level Today Minus 7,AH,,,,R,,
xF01C,,history data of power consumption by load today minus 1,0.1kwh,,,,R,,
xF01D,,history power consumption by load today minus 2,0.1kwh,,,,R,,
xF01E,,history power consumption by load today minus 3,0.1kwh,,,,R,,
xF01F,,history power consumption by load today minus 4,0.1kwh,,,,R,,
xF020,,history power consumption by load today minus 5,0.1kwh,,,,R,,
xF021,,history power consumption by load today minus 6,0.1kwh,,,,R,,
xF022,,history power consumption by load today minus 7,0.1kwh,,,,R,,
xF023,,History power consumption by load from mains today minus 1,0.1kwh,,,,R,,
xF024,,History power consumption by load from mains today minus 2,0.1kwh,,,,R,,
xF025,,History power consumption by load from mains today minus 3,0.1kwh,,,,R,,
xF026,,History power consumption by load from mains today minus 4,0.1kwh,,,,R,,
xF027,,History power consumption by load from mains today minus 5,0.1kwh,,,,R,,
xF028,,History power consumption by load from mains today minus 6,0.1kwh,,,,R,,
xF029,,History power consumption by load from mains today minus 7,0.1kwh,,,,R,,
xF02D,,Battery charge AH of the day,AH,,,,R,,
xF02E,,Battery discharge AH of the day,AH,,,,R,,
xF02F,,PV power generation of the day,0.1kwh,,,,R,,
xF030,,Load power consumption of the day,0.1kwh,,,,R,,
xF031,,Total running days,day,,,,R,,
xF032,,Total number of battery overdischarge,,,,,R,,
xF033,,Total number of battery full charge,,,,,R,,
xF03A,,Accumulated power consumption of load,0.1kWh,,,,R,,
xF03C,,Mains charge level of today,AH,,,,R,,
xF03D,,Power consumption by load from mains of today,0.1kWh,,,,R,,
xF03E,,Inverter working hours of today,min,,,,R,,
xF03F,,Bypass working hours of today,min,,,,R,,
xF04A,,Accumulated working hours of inverter,h,,,,R,,
xF04B,,Accumulated working hours of bypass,h,,,,R,,
x21~x34,,software compilation time,,ASCII,,,R,,
xF034~xF035,,Accumulated battery charge AH,AH,UINT,,,R,,
xF036~xF037,,Accumulated battery discharge AH,AH,UINT,,,R,,
xF038~xF039,,Accumulated PV power generation,0.1kWh,UINT,,,R,,
xF040~xF041,,Power on time,,UINT,,,R,,UINT48 – TODO
xF043~xF044,,Last equalizing charge completion time,,UINT,,,R,,UINT48 – TODO
xF046~xF047,,Accumulated charge level by mains,0.1kWh,UINT,,,R,,
xF048~xF048,,Accumulated power consumption by load from mains,0.1kWh,UINT,,,R,,
xF800~xF80F,,FaultHistoryRecord00,,ASCII,,,,,
xF810~xF81F,,FaultHistoryRecord01,,ASCII,,,,,
xF820~xF82F,,FaultHistoryRecord02,,ASCII,,,,,
xF830~xF83F,,FaultHistoryRecord03,,ASCII,,,,,
xF840~xF84F,,FaultHistoryRecord04,,ASCII,,,,,
xF850~xF85F,,FaultHistoryRecord05,,ASCII,,,,,
xF860~xF86F,,FaultHistoryRecord06,,ASCII,,,,,
xF870~xF87F,,FaultHistoryRecord07,,ASCII,,,,,
xF880~xF88F,,FaultHistoryRecord08,,ASCII,,,,,
xF890~xF89F,,FaultHistoryRecord09,,ASCII,,,,,
xF8A0~xF8AF,,FaultHistoryRecord10,,ASCII,,,,,
xF8B0~xF8BF,,FaultHistoryRecord11,,ASCII,,,,,
xF8C0~xF8CF,,FaultHistoryRecord12,,ASCII,,,,,
xF8D0~xF8DF,,FaultHistoryRecord13,,ASCII,,,,,
xF8E0~xF8EF,,FaultHistoryRecord14,,ASCII,,,,,
xF8F0~xF8FF,,FaultHistoryRecord15,,ASCII,,,,,
